CustomerID,Amount,Frequency,Recency,labels
12348.0,1797.24,31,74,2
12349.0,1757.55,73,18,1
12350.0,334.4,17,309,0
12352.0,2506.04,85,35,1
12353.0,89.0,4,203,0
12354.0,1079.4,58,231,0
12355.0,459.4,13,213,0
12356.0,2811.43,59,22,1
12358.0,1168.06,19,1,2
12360.0,2662.06,129,51,1
12361.0,189.9,10,286,0
12363.0,552.0,23,109,2
12364.0,1313.1,85,7,1
12365.0,641.38,22,290,0
12367.0,168.9,11,3,2
12370.0,3545.69,167,50,1
12371.0,1887.96,63,44,1
12372.0,1298.04,52,71,2
12373.0,364.6,14,310,0
12374.0,742.9300000000001,33,24,2
12375.0,457.5,17,10,2
12377.0,1628.12,77,314,0
12379.0,852.24,40,81,2
12380.0,2724.81,104,21,1
12381.0,1845.31,87,4,1
12383.0,1850.56,99,184,1
12384.0,585.27,27,28,2
12386.0,401.9,10,337,0
12388.0,2780.66,100,15,1
12390.0,549.84,32,79,2
12391.0,460.89,100,21,2
12393.0,1582.6000000000001,64,71,1
12394.0,1272.48,27,63,2
12395.0,3018.63,156,18,1
12397.0,2409.9,126,35,1
12398.0,1635.6599999999999,85,45,1
12399.0,1108.65,59,118,2
12401.0,84.3,5,302,0
12402.0,225.6,11,322,0
12403.0,427.7,5,49,2
12405.0,1710.39,54,148,1
12406.0,3415.3,105,21,1
12407.0,1708.1200000000001,77,49,1
12408.0,2888.55,105,32,1
12410.0,693.3299999999999,26,308,0
12412.0,1226.88,61,74,2
12413.0,758.1,38,66,2
12414.0,562.41,18,216,0
12418.0,668.58,34,112,2
12420.0,600.39,29,63,2
12421.0,807.04,45,15,2
12422.0,803.5600000000001,39,95,2
12423.0,1859.31,125,0,1
12424.0,1760.96,30,162,2
12425.0,777.2,36,77,2
12426.0,582.73,30,194,0
12427.0,825.8,31,21,2
12430.0,256.4,11,42,2
12434.0,806.14,50,84,2
12436.0,509.01,16,99,2
12438.0,2906.85,98,13,1
12442.0,172.06,12,2,2
12445.0,133.4,4,21,2
12446.0,1002.3100000000001,58,57,2
12447.0,476.49,26,242,0
12448.0,449.45,22,43,2
12450.0,197.88,8,155,0
12452.0,430.57,22,16,2
12453.0,707.09,43,133,2
12454.0,3528.34,15,55,1
12455.0,2466.86,90,72,1
12456.0,3181.04,125,43,1
12457.0,2363.23,63,65,1
12458.0,947.4,38,70,2
12461.0,826.88,35,93,2
12462.0,1189.59,62,18,2
12463.0,1344.78,83,52,1
12464.0,1212.05,29,9,2
12465.0,742.1899999999999,47,16,2
12468.0,729.5400000000001,38,187,0
12475.0,723.38,36,53,2
12478.0,680.99,36,3,2
12479.0,527.2,31,10,2
12480.0,3281.63,154,27,1
12483.0,2484.98,75,16,1
12488.0,1298.66,55,9,2
12489.0,334.93,15,335,0
12491.0,460.40000000000003,26,38,2
12492.0,263.21000000000004,20,62,2
12493.0,433.74,22,165,0
12494.0,1246.1000000000001,77,15,1
12497.0,1043.1,14,81,2
12498.0,403.70000000000005,23,20,2
12501.0,2169.39,149,336,1
12504.0,482.04999999999995,9,17,2
12506.0,73.5,23,232,0
12507.0,1304.81,22,133,2
12508.0,398.27,69,25,2
12509.0,176.5,7,283,0
12510.0,982.5699999999999,33,142,2
12512.0,138.03,34,65,2
12513.0,612.29,35,112,2
12514.0,1017.68,51,266,0
12515.0,383.7,16,352,0
12516.0,1312.06,26,77,2
12518.0,2056.89,124,0,1
12519.0,340.84,18,63,2
12520.0,2634.26,152,78,1
12521.0,599.68,38,142,2
12522.0,192.72,12,38,2
12523.0,1789.77,106,18,1
12526.0,1316.66,71,0,1
12527.0,348.71000000000004,18,81,2
12528.0,1933.48,92,8,1
12530.0,1662.28,66,59,1
12531.0,125.22,17,14,2
12532.0,349.83000000000004,16,29,2
12534.0,1089.18,63,130,2
12535.0,716.35,34,91,2
12538.0,363.95,21,28,2
12541.0,981.18,52,29,2
12544.0,372.7,19,35,2
12545.0,1000.39,50,74,2
12546.0,1161.5,69,46,2
12547.0,207.79999999999998,8,197,0
12548.0,95.19999999999999,5,165,0
12550.0,964.83,57,78,2
12551.0,168.0,10,357,0
12552.0,437.82,20,38,2
12556.0,603.71,121,49,1
12558.0,269.96,11,7,2
12559.0,561.71,21,310,0
12560.0,2134.01,105,4,1
12561.0,238.85,16,302,0
12564.0,456.9,21,260,0
12565.0,145.92,9,288,0
12566.0,351.65,19,85,2
12571.0,519.61,34,39,2
12572.0,1020.42,60,8,2
12573.0,160.54000000000002,28,226,0
12574.0,218.45,11,315,0
12576.0,1315.83,88,35,1
12577.0,657.8,147,34,1
12578.0,2794.51,114,20,1
12579.0,440.42,29,77,2
12580.0,415.7,24,246,0
12581.0,197.71,15,39,2
12582.0,511.36,22,238,0
12584.0,2338.15,96,3,1
12585.0,2040.1,87,233,1
12586.0,196.94000000000003,11,16,2
12587.0,144.0,4,7,2
12588.0,214.89999999999998,10,38,2
12589.0,646.68,35,28,2
12591.0,452.84999999999997,26,316,0
12592.0,437.6,18,91,2
12593.0,418.09999999999997,21,108,2
12594.0,3338.2200000000003,118,37,1
12596.0,618.27,27,50,2
12598.0,3023.08,132,9,1
12599.0,1032.58,62,28,2
12600.0,2599.04,64,28,1
12601.0,577.0600000000001,28,189,0
12602.0,153.12,12,58,2
12603.0,739.1999999999999,3,21,2
12604.0,254.18,16,78,2
12607.0,1579.51,101,59,1
12609.0,1126.85,60,77,2
12610.0,2099.54,106,22,1
12611.0,1193.32,65,51,2
12612.0,704.0400000000001,19,73,2
12613.0,3344.38,153,56,1
12614.0,315.6,20,277,0
12615.0,2291.19,105,1,1
12616.0,713.3,32,94,2
12617.0,355.53,42,28,2
12618.0,177.31,11,21,2
12619.0,3641.24,90,15,1
12620.0,1339.41,92,14,1
12622.0,180.1,11,231,0
12623.0,305.1,18,275,0
12624.0,641.13,38,105,2
12625.0,2683.82,86,211,1
12628.0,786.46,41,3,2
12630.0,1270.88,64,9,2
12631.0,640.5,31,56,2
12633.0,2163.98,101,58,1
12635.0,1689.18,101,89,1
12638.0,671.69,39,32,2
12639.0,486.1,22,238,0
12640.0,1174.58,53,23,2
12641.0,185.9,10,114,2
12642.0,1013.26,47,24,2
12643.0,3344.64,24,127,1
12644.0,477.91,31,129,2
12645.0,1775.18,73,33,1
12646.0,1346.97,45,4,2
12648.0,318.05,21,154,0
12649.0,623.51,31,106,2
12650.0,314.44,20,2,2
12651.0,114.0,9,334,0
12652.0,919.98,48,330,0
12653.0,2209.85,43,148,1
12654.0,601.98,38,10,2
12657.0,1643.18,47,10,1
12658.0,686.05,36,18,2
12659.0,91.68,5,29,2
12660.0,245.1,13,10,2
12665.0,63.0,3,324,0
12667.0,620.13,33,57,2
12669.0,2744.0299999999997,101,150,1
12670.0,2996.05,92,9,1
12672.0,225.89999999999998,10,329,0
12673.0,610.52,42,4,2
12674.0,1970.6,83,38,1
12676.0,1331.39,45,24,2
12679.0,1113.02,48,58,2
12680.0,862.81,52,0,2
12684.0,2283.63,105,7,1
12685.0,2863.08,157,27,1
12689.0,1247.61,72,25,1
12690.0,389.01,16,205,0
12691.0,1035.8,32,27,2
12693.0,855.91,39,126,2
12694.0,869.67,37,69,2
12695.0,582.1,27,6,2
12697.0,957.59,41,28,2
12701.0,797.71,53,79,2
12702.0,219.0,12,19,2
12703.0,283.55,21,70,2
12704.0,2340.84,88,6,1
12707.0,603.42,33,291,0
12708.0,2712.91,157,29,1
12710.0,1149.02,77,96,1
12713.0,848.55,38,0,2
12715.0,353.86,21,105,2
12716.0,1053.49,69,3,2
12717.0,1030.98,55,150,2
12718.0,238.25,19,70,2
12719.0,644.95,39,4,2
12721.0,2656.13,161,31,1
12722.0,997.63,53,84,2
12723.0,725.07,69,3,2
12724.0,1031.41,53,4,2
12726.0,2609.1,124,27,1
12728.0,836.33,46,70,2
12729.0,453.01,26,113,2
12732.0,236.26000000000002,12,179,0
12733.0,383.95,22,233,0
12734.0,110.39999999999999,4,352,0
12735.0,779.5699999999999,43,314,0
12736.0,234.0,4,332,0
12739.0,1013.04,38,77,2
12740.0,427.6,27,63,2
12743.0,546.43,134,133,1
12750.0,275.88,15,128,2
12754.0,3010.74,63,235,1
12756.0,112.07999999999998,4,86,2
12758.0,2791.59,97,116,1
12759.0,1531.44,95,51,1
12762.0,1898.52,69,7,1
12763.0,494.08,18,137,2
12764.0,1693.88,45,316,0
12769.0,1143.6,32,238,0
12770.0,1351.45,12,210,0
12772.0,892.47,55,59,2
12775.0,1386.04,66,16,1
12778.0,822.23,50,19,2
12781.0,826.74,25,63,2
12782.0,2330.92,103,4,1
12783.0,2225.91,84,1,1
12784.0,574.42,59,8,2
12787.0,463.66,20,9,2
12789.0,91.85,4,64,2
12790.0,324.92,21,191,0
12792.0,400.53999999999996,25,256,0
12793.0,545.48,24,334,0
12794.0,860.41,45,52,2
12795.0,430.48,14,18,2
12802.0,427.58,25,186,0
12808.0,483.65000000000003,28,36,2
12809.0,489.31,25,177,0
12811.0,514.85,31,260,0
12812.0,229.64000000000001,15,44,2
12814.0,125.92,2,101,2
12815.0,1063.46,47,147,2
12816.0,572.2,29,95,2
12817.0,166.04,4,280,0
12818.0,1542.08,14,261,0
12820.0,942.34,59,2,2
12821.0,92.72,6,213,0
12822.0,948.88,46,70,2
12823.0,1759.5,5,74,2
12824.0,397.12,25,59,2
12826.0,1474.72,91,2,1
12827.0,430.15000000000003,25,5,2
12828.0,1018.71,56,2,2
12829.0,293.0,11,336,0
12831.0,215.05,9,261,0
12832.0,383.03,27,31,2
12833.0,417.38,24,144,0
12834.0,312.38,18,282,0
12836.0,2612.86,175,58,1
12837.0,134.1,12,172,0
12838.0,683.13,123,33,1
12840.0,2726.77,113,143,1
12842.0,1118.99,34,69,2
12843.0,1702.26,103,65,1
12844.0,325.96000000000004,52,28,2
12845.0,354.09,27,266,0
12847.0,871.54,91,21,1
12849.0,1050.8899999999999,51,30,2
12851.0,135.18,50,96,2
12852.0,311.55,17,294,0
12853.0,1957.1000000000001,78,134,1
12854.0,1324.5,110,78,1
12857.0,1106.4,46,210,0
12863.0,521.2,5,51,2
12864.0,147.12,3,137,0
12865.0,1568.23,95,25,1
12866.0,559.12,26,282,0
12868.0,1607.0600000000002,107,185,1
12871.0,380.64,11,83,2
12872.0,599.97,66,326,0
12873.0,374.0,4,281,0
12875.0,343.2300000000001,2,142,0
12876.0,2218.02,85,57,1
12877.0,1535.77,154,3,1
12878.0,854.99,47,235,0
12879.0,573.22,10,44,2
12881.0,298.0,7,275,0
12882.0,1463.04,13,8,2
12883.0,703.47,42,24,2
12884.0,309.05,7,87,2
12885.0,1175.22,71,62,2
12886.0,1378.4,82,67,1
12888.0,354.12,5,213,0
12890.0,380.46999999999997,82,23,2
12891.0,331.0,3,185,0
12893.0,188.14,34,30,2
12895.0,372.8,22,41,2
12897.0,216.5,4,204,0
12902.0,138.68,10,264,0
12904.0,509.58,72,17,2
12906.0,2919.81,63,11,1
12908.0,750.0,2,175,0
12909.0,2178.67,91,39,1
12910.0,3075.04,75,22,1
12912.0,1662.3,24,2,2
12913.0,2483.63,50,4,1
12915.0,363.65,22,148,0
12916.0,3006.15,107,138,1
12917.0,594.0,2,127,2
12919.0,1335.19,50,7,2
12920.0,164.23,28,16,2
12922.0,405.38,28,160,0
12923.0,176.97,29,63,2
12924.0,933.7,30,87,2
12925.0,694.05,45,4,2
12928.0,2062.7000000000003,84,34,1
12929.0,117.85,8,311,0
12930.0,415.8,25,77,2
12933.0,607.53,106,23,1
12935.0,2160.7,129,1,1
12936.0,1063.9,62,16,2
12937.0,1504.27,120,14,1
12938.0,114.14,9,25,2
12940.0,913.54,99,54,1
12942.0,683.9,75,130,2
12944.0,604.51,30,35,2
12945.0,462.95,23,287,0
12947.0,1603.99,97,143,1
12948.0,2064.95,116,15,1
12950.0,1843.0,23,1,2
12951.0,1064.07,63,8,2
12952.0,1387.79,79,5,1
12953.0,329.85,17,9,2
12956.0,108.07,19,305,0
12962.0,266.39,16,6,2
12963.0,1856.63,95,7,1
12965.0,771.91,109,88,1
12966.0,160.18,10,9,2
12967.0,1660.9,19,357,0
12968.0,135.95,5,111,2
12970.0,452.24,151,6,1
12974.0,144.8,8,197,0
12976.0,738.6,22,211,0
12977.0,39.239999999999995,9,155,0
12981.0,372.21999999999997,20,29,2
12982.0,390.54,28,242,0
12984.0,97.5,4,18,2
12985.0,1239.38,76,0,1
12987.0,558.7,28,73,2
12988.0,535.32,92,291,0
12990.0,409.5,13,30,2
12991.0,503.76,31,22,2
12993.0,414.76,27,22,2
12994.0,974.4200000000001,61,3,2
12995.0,211.32,3,84,2
12997.0,1226.89,59,21,2
12999.0,455.88,28,195,0
13000.0,534.85,31,106,2
13002.0,120.94999999999999,7,317,0
13003.0,149.05,6,105,2
13005.0,513.7,26,173,0
13006.0,81.57,4,55,2
13008.0,229.46999999999997,14,322,0
13012.0,1661.8400000000001,89,8,1
13014.0,3466.2799999999997,110,10,1
13015.0,3346.28,176,52,1
13016.0,789.89,47,72,2
13017.0,204.0,1,6,2
13021.0,2616.38,131,3,1
13023.0,689.9,40,63,2
13026.0,975.36,40,0,2
13028.0,661.3199999999999,45,22,2
13029.0,1247.5,10,30,2
13030.0,799.48,99,10,1
13032.0,1010.18,71,51,2
13033.0,190.55,11,356,0
13034.0,642.77,37,54,2
13035.0,921.88,27,73,2
13037.0,881.07,48,137,2
13038.0,908.46,28,79,2
13040.0,676.99,43,8,2
13043.0,516.42,13,272,0
13044.0,560.47,33,290,0
13045.0,305.28000000000003,18,98,2
13046.0,629.31,35,30,2
13047.0,3237.54,172,31,1
13048.0,1835.91,136,13,1
13049.0,656.6800000000001,14,63,2
13052.0,348.15000000000003,18,211,0
13055.0,1214.41,76,77,1
13058.0,271.40000000000003,8,24,2
13059.0,183.4,8,249,0
13060.0,307.53,15,253,0
13061.0,248.61,10,71,2
13062.0,346.98,11,190,0
13064.0,1119.49,69,12,2
13066.0,470.8,48,23,2
13067.0,115.46000000000001,15,81,2
13068.0,344.0,2,9,2
13070.0,228.8,9,191,0
13072.0,177.15,7,266,0
13075.0,919.61,22,129,2
13077.0,729.27,112,0,1
13079.0,220.10000000000002,6,3,2
13080.0,58.08,6,178,0
13082.0,3613.63,73,125,1
13083.0,303.75,18,3,2
13085.0,416.08000000000004,22,157,0
13091.0,345.82,21,27,2
13092.0,477.83,25,70,2
13094.0,1927.3200000000002,24,20,2
13095.0,74.39999999999999,6,70,2
13099.0,207.35999999999999,1,98,2
13101.0,101.19,8,233,0
13103.0,243.94,8,39,2
13104.0,1098.48,20,2,2
13106.0,76.5,1,132,0
13107.0,1531.6200000000001,58,43,1
13109.0,786.54,47,59,2
13110.0,1488.67,145,30,1
13115.0,2294.78,120,11,1
13116.0,501.14,30,137,2
13117.0,984.91,76,21,2
13118.0,1197.81,79,19,1
13120.0,30.599999999999998,1,238,0
13121.0,283.73,50,268,0
13122.0,922.39,55,93,2
13126.0,2099.64,140,4,1
13127.0,259.17,15,77,2
13130.0,64.0,2,93,2
13131.0,1073.3,44,22,2
13132.0,77.3,3,261,0
13133.0,109.8,7,273,0
13134.0,1793.58,98,85,1
13135.0,3096.0,1,196,1
13136.0,2607.61,127,55,1
13138.0,962.39,63,21,2
13140.0,423.72,46,107,2
13141.0,2388.75,135,84,1
13142.0,307.09,23,18,2
13144.0,110.95,3,332,0
13145.0,618.52,6,39,2
13146.0,228.91,17,25,2
13147.0,712.8000000000001,4,9,2
13149.0,1676.06,86,13,1
13151.0,1257.8700000000001,74,295,0
13153.0,486.22,15,5,2
13155.0,971.76,85,32,1
13157.0,1741.22,87,48,1
13158.0,1201.06,79,94,1
13159.0,1437.85,121,8,1
13160.0,91.8,4,21,2
13161.0,112.75,8,312,0
13162.0,1688.29,79,121,1
13165.0,1021.48,42,45,2
13166.0,417.2,41,282,0
13167.0,791.33,65,18,2
13168.0,1319.19,131,35,1
13169.0,712.88,13,63,2
13170.0,116.00999999999999,32,26,2
13171.0,468.41,46,21,2
13173.0,353.65,43,3,2
13176.0,492.84,72,45,2
13177.0,282.45,17,64,2
13182.0,121.18,11,44,2
13185.0,71.4,1,267,0
13186.0,1575.89,79,39,1
13187.0,236.02,37,336,0
13188.0,114.60000000000001,2,10,2
13189.0,260.68,29,18,2
13192.0,911.94,63,94,2
13193.0,117.88,29,60,2
13194.0,60.7,3,135,0
13196.0,1797.78,110,10,1
13200.0,870.09,46,18,2
13203.0,869.46,57,9,2
13207.0,250.26000000000002,8,14,2
13208.0,1223.9,149,58,1
13210.0,353.48,22,93,2
13211.0,1197.42,56,9,2
13212.0,788.08,142,19,1
13213.0,1520.58,90,56,1
13216.0,333.74,5,267,0
13217.0,533.98,4,121,2
13218.0,62.63999999999999,5,126,2
13220.0,819.2900000000001,21,77,2
13221.0,847.41,66,239,0
13223.0,163.20000000000002,5,199,0
13224.0,2155.95,108,59,1
13226.0,108.21000000000001,16,272,0
13227.0,257.7,9,201,0
13228.0,358.0,2,80,2
13229.0,160.95,10,225,0
13233.0,605.12,43,73,2
13235.0,1031.07,58,211,0
13236.0,744.85,36,24,2
13238.0,700.73,31,16,2
13239.0,329.56,22,261,0
13240.0,663.65,67,95,2
13242.0,270.40000000000003,13,111,2
13243.0,600.07,58,202,0
13244.0,121.74000000000001,27,92,2
13245.0,430.5,16,50,2
13246.0,1987.3,141,17,1
13247.0,501.12,25,17,2
13248.0,465.68,26,124,2
13249.0,711.41,23,91,2
13253.0,1030.4,36,156,2
13255.0,399.51,13,8,2
13256.0,0.0,1,13,2
13258.0,698.58,38,11,2
13259.0,292.32,87,61,2
13260.0,557.62,8,60,2
13261.0,944.1,9,268,0
13262.0,200.29,11,262,0
13265.0,2107.66,91,52,1
13271.0,217.38,96,36,2
13272.0,276.56,15,30,2
13273.0,138.98,16,112,2
13276.0,590.9300000000001,30,63,2
13277.0,258.4,8,15,2
13278.0,542.73,46,40,2
13279.0,137.75,9,77,2
13280.0,814.86,85,121,2
13282.0,1132.14,37,17,2
13283.0,93.66,7,59,2
13284.0,201.19,13,330,0
13291.0,361.11,42,155,0
13292.0,578.9399999999999,31,38,2
13294.0,873.74,54,189,0
13295.0,201.20000000000002,10,359,0
13296.0,87.4,5,136,0
13297.0,2089.85,59,7,1
13298.0,360.0,2,0,2
13299.0,142.5,5,267,0
13300.0,371.89,20,168,0
13301.0,618.09,81,103,2
13302.0,63.75,1,154,0
13304.0,300.42,21,350,0
13305.0,2000.86,81,3,1
13307.0,15.0,1,119,2
13308.0,1385.51,54,22,2
13309.0,1456.79,107,6,1
13310.0,1132.03,72,27,2
13311.0,598.57,26,3,2
13313.0,1555.32,78,21,1
13314.0,775.94,62,1,2
13317.0,2273.68,124,65,1
13318.0,640.76,20,0,2
13320.0,1548.7,106,77,1
13321.0,567.36,11,71,2
13322.0,199.48000000000002,25,16,2
13323.0,787.85,21,2,2
13325.0,675.3,12,81,2
13327.0,3627.77,108,38,1
13328.0,1308.48,17,315,0
13329.0,789.0,17,31,2
13330.0,1140.93,53,92,2
13332.0,350.9,21,13,2
13336.0,795.12,51,76,2
13338.0,487.02,19,157,0
13339.0,860.12,54,200,0
13341.0,775.85,42,260,0
13343.0,353.43,19,177,0
13344.0,2543.72,119,67,1
13345.0,389.5,20,287,0
13347.0,341.36,8,69,2
13348.0,233.76,14,63,2
13349.0,247.32,16,10,2
13350.0,979.12,40,15,2
13351.0,373.94,16,65,2
13352.0,397.97999999999996,24,59,2
13354.0,743.53,51,70,2
13355.0,674.7,32,121,2
13356.0,768.24,42,79,2
13357.0,609.95,90,256,0
13358.0,439.03,29,268,0
13359.0,439.56,23,63,2
13362.0,3090.7400000000002,166,8,1
13363.0,992.5,60,17,2
13364.0,134.95999999999998,10,70,2
13365.0,2225.37,128,33,1
13366.0,56.160000000000004,1,49,2
13368.0,623.4,29,256,0
13372.0,378.64,23,89,2
13373.0,3312.25,158,60,1
13375.0,778.65,37,88,2
13376.0,1019.76,53,98,2
13379.0,572.56,97,25,2
13381.0,3639.31,172,31,1
13382.0,222.99,15,280,0
13385.0,534.57,35,329,0
13388.0,677.1,35,130,2
13389.0,797.96,51,10,2
13390.0,544.08,13,74,2
13391.0,59.8,1,203,0
13394.0,2520.02,155,1,1
13395.0,307.72,21,184,0
13396.0,1360.99,43,28,2
13397.0,1544.13,38,72,2
13398.0,457.34,26,191,0
13402.0,621.23,39,126,2
13403.0,75.0,3,17,2
13404.0,252.49,11,0,2
13405.0,572.451,27,73,2
13410.0,1003.06,28,23,2
13411.0,213.55,18,106,2
13414.0,1390.5,24,133,2
13416.0,712.5,19,43,2
13417.0,640.83,28,4,2
13419.0,221.06,16,63,2
13420.0,159.85,8,149,0
13421.0,1851.08,104,39,1
13422.0,2626.3,127,63,1
13425.0,1624.21,78,107,1
13426.0,3641.32,157,0,1
13427.0,582.6,29,18,2
13428.0,218.47,74,9,2
13429.0,1006.8,67,10,2
13430.0,679.45,49,18,2
13431.0,1269.1,46,66,2
13434.0,534.24,10,73,2
13436.0,196.89,12,1,2
13437.0,3408.06,167,13,1
13439.0,283.71,54,254,0
13441.0,296.64,13,91,2
13447.0,1129.14,59,22,2
13449.0,291.88,19,23,2
13450.0,2043.7199999999998,71,26,1
13452.0,590.0,2,258,0
13453.0,356.97999999999996,17,165,0
13455.0,1058.34,46,24,2
13456.0,1766.72,63,17,1
13460.0,183.44,17,28,2
13461.0,1445.0,27,38,2
13462.0,151.5,9,252,0
13464.0,674.68,41,57,2
13466.0,307.9,17,183,0
13467.0,1083.71,99,10,1
13470.0,165.0,10,98,2
13473.0,422.64,21,60,2
13474.0,229.59,64,235,0
13475.0,1431.78,86,190,1
13476.0,1238.47,58,178,0
13477.0,1454.58,79,37,1
13479.0,300.95,15,200,0
13481.0,1804.56,109,45,1
13482.0,184.64,11,231,0
13483.0,140.34,10,65,2
13484.0,313.8,8,240,0
13485.0,454.24,23,232,0
13486.0,1122.41,69,77,2
13487.0,575.4,34,57,2
13489.0,449.52,14,104,2
13491.0,1215.82,86,51,1
13492.0,1269.84,50,135,2
13493.0,618.63,8,274,0
13494.0,316.26000000000005,18,311,0
13495.0,2044.8700000000001,48,7,1
13496.0,653.33,35,10,2
13497.0,348.05,19,282,0
13499.0,1159.11,42,17,2
13500.0,1166.77,65,22,2
13501.0,1340.32,52,287,0
13502.0,292.0,18,16,2
13503.0,216.85,17,70,2
13504.0,295.93,22,63,2
13506.0,458.52,26,315,0
13507.0,2479.16,162,2,1
13508.0,110.97,12,243,0
